segment_id,task_id,start,goal,release_epoch
11416:storage_in,11416,3,47,36132.0
11417:storage_in,11417,4,47,36135.0
11418:storage_in,11418,5,47,36143.0
11419:storage_in,11419,3,47,36146.0
11420:storage_in,11420,4,47,36151.0
11421:storage_in,11421,1,47,36152.0
11422:storage_in,11422,5,47,36156.0
11423:storage_in,11423,3,47,36159.0
11424:storage_in,11424,4,47,36162.0
11425:direct,11425,5,49,36175.0
11426:storage_in,11426,3,47,36180.0
11427:storage_in,11427,4,47,36188.0
11428:storage_in,11428,5,47,36191.0
11429:storage_in,11429,3,47,36194.0
11430:storage_in,11430,4,47,36199.0
11431:storage_in,11431,5,47,36207.0
11432:direct,11432,3,49,36209.0
11433:direct,11433,2,50,36210.0
11434:storage_in,11434,4,47,36212.0
11435:storage_in,11435,5,47,36215.0
11436:storage_in,11436,3,47,36220.0
11437:storage_in,11437,53,47,36222.0
11438:storage_in,11438,53,47,36227.0
11439:storage_in,11439,53,47,36232.0
11440:storage_in,11440,53,47,36233.0
11441:storage_in,11441,4,47,36236.0
11442:storage_in,11442,53,47,36237.0
11443:storage_in,11443,53,47,36242.0
11444:storage_in,11444,4,47,36244.0
11445:storage_in,11445,53,47,36247.0
11446:storage_in,11446,5,47,36250.0
11447:storage_in,11447,53,47,36252.0
11448:storage_in,11448,53,47,36257.0
11449:storage_in,11449,3,47,36266.0
11450:storage_in,11450,4,47,36268.0
11451:storage_in,11451,53,47,36270.0
11452:storage_in,11452,5,47,36271.0
11453:storage_in,11453,3,47,36279.0
7573:storage_out,7573,52,49,36300.0
7999:storage_out,7999,52,49,36301.0
8435:storage_out,8435,52,49,36302.0
8893:storage_out,8893,52,49,36303.0
9028:storage_out,9028,52,49,36304.0
9193:storage_out,9193,52,49,36305.0
9195:storage_out,9195,52,49,36306.0
9200:storage_out,9200,52,49,36307.0
9214:storage_out,9214,52,49,36308.0
9463:storage_out,9463,52,49,36309.0
9761:storage_out,9761,52,49,36310.0
9762:storage_out,9762,52,49,36311.0
9897:storage_out,9897,52,49,36312.0
9940:storage_out,9940,52,49,36313.0
9943:storage_out,9943,52,49,36314.0
9944:storage_out,9944,52,49,36315.0
9946:storage_out,9946,52,49,36316.0
10123:storage_out,10123,52,49,36317.0
10126:storage_out,10126,52,49,36318.0
10129:storage_out,10129,52,49,36319.0
10135:storage_out,10135,52,49,36320.0
10137:storage_out,10137,52,49,36321.0
11454:storage_in,11454,53,47,36321.0
10253:storage_out,10253,52,49,36322.0
10254:storage_out,10254,52,49,36324.0
10255:storage_out,10255,52,49,36326.0
10265:storage_out,10265,52,49,36328.0
10299:storage_out,10299,52,49,36330.0
10393:storage_out,10393,52,49,36332.0
10396:storage_out,10396,52,49,36334.0
10397:storage_out,10397,52,49,36336.0
10400:storage_out,10400,52,49,36338.0
10406:storage_out,10406,52,49,36340.0
10437:storage_out,10437,52,49,36342.0
10462:storage_out,10462,52,49,36344.0
10528:storage_out,10528,52,49,36346.0
10577:storage_out,10577,52,49,36348.0
10578:storage_out,10578,52,49,36350.0
10580:storage_out,10580,52,49,36352.0
10587:storage_out,10587,52,49,36354.0
10589:storage_out,10589,52,49,36356.0
11455:storage_in,11455,4,47,36372.0
11456:storage_in,11456,53,47,36373.0
11457:storage_in,11457,53,47,36374.0
11458:storage_in,11458,53,47,36379.0
11459:storage_in,11459,53,47,36381.0
11460:storage_in,11460,53,47,36384.0
11461:storage_in,11461,53,47,36400.0
11462:storage_in,11462,53,47,36403.0
11463:storage_in,11463,53,47,36405.0
11464:storage_in,11464,5,47,36410.0
11465:storage_in,11465,2,47,36428.0
11466:storage_in,11466,0,47,36430.0
11467:storage_in,11467,53,47,36432.0
11469:storage_in,11469,1,47,36435.0
11468:storage_in,11468,53,47,36435.0
11471:direct,11471,3,49,36436.0
11470:storage_in,11470,53,47,36436.0
11472:storage_in,11472,2,47,36438.0
11473:direct,11473,4,49,36439.0
11474:storage_in,11474,5,47,36444.0
11475:storage_in,11475,3,47,36446.0
11476:direct,11476,5,49,36447.0
11477:direct,11477,4,48,36449.0
11478:direct,11478,3,49,36450.0
11479:direct,11479,0,50,36451.0
11481:direct,11481,4,49,36452.0
11480:storage_in,11480,5,47,36452.0
11482:direct,11482,1,49,36454.0
11483:storage_in,11483,3,47,36454.0
11484:direct,11484,5,49,36455.0
11485:direct,11485,2,49,36456.0
11487:storage_in,11487,0,47,36457.0
11486:direct,11486,4,48,36457.0
11488:storage_in,11488,53,47,36458.0
11489:storage_in,11489,4,47,36459.0
11491:storage_in,11491,1,47,36460.0
11492:storage_in,11492,3,47,36460.0
11494:storage_in,11494,1,47,36462.0
11493:storage_in,11493,5,47,36462.0
11496:direct,11496,4,49,36463.0
11495:direct,11495,5,49,36463.0
11497:storage_in,11497,53,47,36463.0
11499:direct,11499,2,50,36464.0
11498:storage_in,11498,3,47,36464.0
11490:direct,11490,0,49,36465.0
11500:storage_in,11500,2,47,36465.0
11501:direct,11501,3,49,36465.0
11502:storage_in,11502,4,47,36467.0
11504:storage_in,11504,5,47,36468.0
11506:storage_in,11506,0,47,36471.0
11503:storage_in,11503,4,47,36471.0
11510:direct,11510,1,50,36472.0
11511:storage_in,11511,3,47,36473.0
11507:direct,11507,5,49,36473.0
11514:direct,11514,2,50,36474.0
11513:storage_in,11513,3,47,36474.0
11516:direct,11516,2,50,36476.0
11515:storage_in,11515,3,47,36476.0
11509:storage_in,11509,5,47,36476.0
11518:direct,11518,0,50,36478.0
11519:storage_in,11519,4,47,36478.0
11522:direct,11522,1,50,36480.0
11521:storage_in,11521,5,47,36480.0
11520:direct,11520,0,50,36482.0
11523:direct,11523,2,50,36483.0
11524:direct,11524,0,49,36485.0
11525:storage_in,11525,1,47,36485.0
11528:direct,11528,2,50,36487.0
11526:direct,11526,0,50,36488.0
11529:storage_in,11529,3,47,36488.0
11527:direct,11527,1,49,36489.0
11530:storage_in,11530,4,47,36491.0
11531:storage_in,11531,0,47,36493.0
11505:storage_in,11505,53,47,36493.0
11532:direct,11532,2,49,36494.0
11534:direct,11534,1,50,36495.0
11533:storage_in,11533,4,47,36495.0
11508:storage_in,11508,53,47,36495.0
11535:direct,11535,2,50,36498.0
11536:storage_in,11536,5,47,36500.0
11512:storage_in,11512,53,47,36500.0
11537:storage_in,11537,0,47,36502.0
11517:storage_in,11517,53,47,36502.0
11539:direct,11539,0,50,36505.0
11538:direct,11538,1,49,36505.0
11540:direct,11540,2,49,36507.0
11541:direct,11541,5,48,36507.0
11542:direct,11542,1,50,36508.0
11543:storage_in,11543,3,47,36508.0
11544:storage_in,11544,3,47,36509.0
11545:direct,11545,0,49,36510.0
11546:storage_in,11546,4,47,36511.0
11548:direct,11548,1,49,36512.0
11550:direct,11550,1,50,36513.0
11547:direct,11547,4,48,36514.0
11551:storage_in,11551,5,47,36514.0
11552:direct,11552,2,49,36515.0
11554:direct,11554,2,50,36516.0
11556:storage_in,11556,3,47,36516.0
11549:direct,11549,4,49,36516.0
11557:direct,11557,0,50,36518.0
11555:storage_in,11555,2,47,36518.0
11558:storage_in,11558,3,47,36518.0
11553:storage_in,11553,5,47,36518.0
11560:direct,11560,1,50,36520.0
11564:direct,11564,0,50,36523.0
11559:direct,11559,4,49,36523.0
11566:direct,11566,2,50,36524.0
11567:storage_in,11567,3,47,36525.0
11562:direct,11562,5,49,36525.0
11568:storage_in,11568,3,47,36526.0
11561:storage_in,11561,4,47,36526.0
11570:storage_in,11570,0,47,36528.0
11569:storage_in,11569,3,47,36528.0
11571:direct,11571,4,49,36530.0
11573:storage_in,11573,1,47,36531.0
11563:storage_in,11563,5,47,36532.0
11572:storage_in,11572,4,47,36533.0
11575:storage_in,11575,2,47,36534.0
11565:storage_in,11565,5,47,36535.0
11577:direct,11577,0,50,36536.0
11576:storage_in,11576,3,47,36536.0
11578:direct,11578,1,49,36537.0
11574:storage_in,11574,5,47,36538.0
11580:storage_in,11580,4,47,36541.0
11579:direct,11579,1,50,36542.0
11581:storage_in,11581,2,47,36542.0
11582:direct,11582,2,49,36545.0
11583:storage_in,11583,5,47,36547.0
11584:direct,11584,0,49,36550.0
11585:storage_in,11585,0,47,36551.0
11586:storage_in,11586,4,47,36554.0
11587:direct,11587,1,49,36555.0
11588:storage_in,11588,0,47,36558.0
11589:direct,11589,2,50,36558.0
11591:storage_in,11591,1,47,36559.0
11590:storage_in,11590,5,47,36559.0
11592:storage_in,11592,3,47,36562.0
11594:direct,11594,0,49,36563.0
11593:storage_in,11593,3,47,36563.0
11595:storage_in,11595,4,47,36564.0
11597:storage_in,11597,5,47,36567.0
11598:direct,11598,1,49,36568.0
11596:storage_in,11596,4,47,36569.0
11600:direct,11600,1,50,36571.0
11599:storage_in,11599,5,47,36571.0
11602:direct,11602,2,50,36574.0
11601:direct,11601,3,48,36574.0
11603:direct,11603,2,49,36575.0
11604:storage_in,11604,3,47,36575.0
11605:direct,11605,5,49,36577.0
11606:storage_in,11606,4,47,36578.0
11608:direct,11608,0,50,36579.0
11609:storage_in,11609,3,47,36579.0
11610:storage_in,11610,5,47,36580.0
11607:direct,11607,4,48,36581.0
11612:direct,11612,1,50,36582.0
11613:storage_in,11613,3,47,36583.0
11611:storage_in,11611,4,47,36583.0
11614:direct,11614,0,50,36584.0
11615:direct,11615,5,48,36584.0
11616:direct,11616,2,50,36585.0
11619:direct,11619,0,50,36587.0
11618:direct,11618,3,48,36587.0
11617:direct,11617,5,49,36587.0
11620:direct,11620,3,49,36588.0
11621:storage_in,11621,4,47,36590.0
11622:direct,11622,1,50,36592.0
11623:storage_in,11623,4,47,36592.0
11625:direct,11625,2,50,36595.0
11624:direct,11624,5,48,36595.0
11626:direct,11626,3,48,36597.0
11627:direct,11627,0,50,36598.0
11628:storage_in,11628,4,47,36600.0
6968:storage_out,6968,52,49,36600.0
7341:storage_out,7341,52,49,36601.0
7870:storage_out,7870,52,49,36602.0
11629:direct,11629,5,48,36603.0
7895:storage_out,7895,52,49,36603.0
8446:storage_out,8446,52,49,36604.0
11630:direct,11630,3,48,36605.0
8568:storage_out,8568,52,49,36605.0
11631:direct,11631,1,50,36606.0
8812:storage_out,8812,52,49,36606.0
8877:storage_out,8877,52,49,36607.0
9091:storage_out,9091,52,49,36608.0
9093:storage_out,9093,52,49,36609.0
11632:storage_in,11632,4,47,36610.0
9184:storage_out,9184,52,49,36610.0
9185:storage_out,9185,52,49,36611.0
9190:storage_out,9190,52,49,36612.0
11633:direct,11633,1,50,36614.0
9192:storage_out,9192,52,49,36614.0
9196:storage_out,9196,52,49,36615.0
9201:storage_out,9201,52,49,36616.0
9320:storage_out,9320,52,49,36617.0
9330:storage_out,9330,52,49,36619.0
11634:storage_in,11634,5,47,36620.0
9580:storage_out,9580,52,49,36620.0
11635:direct,11635,2,50,36622.0
9647:storage_out,9647,52,49,36622.0
11636:storage_in,11636,3,47,36623.0
11637:storage_in,11637,0,47,36624.0
11638:storage_in,11638,2,47,36624.0
9796:storage_out,9796,52,49,36624.0
11639:storage_in,11639,4,47,36626.0
9804:storage_out,9804,52,49,36626.0
11640:direct,11640,0,49,36627.0
11641:direct,11641,5,49,36628.0
9808:storage_out,9808,52,49,36628.0
11642:direct,11642,1,49,36630.0
11643:storage_in,11643,3,47,36630.0
9810:storage_out,9810,52,49,36630.0
11644:storage_in,11644,1,47,36631.0
11645:storage_in,11645,5,47,36631.0
9898:storage_out,9898,52,49,36632.0
11646:storage_in,11646,2,47,36633.0
11647:storage_in,11647,4,47,36633.0
11648:storage_in,11648,3,47,36634.0
9925:storage_out,9925,52,49,36634.0
11649:storage_in,11649,4,47,36636.0
9931:storage_out,9931,52,49,36636.0
11650:storage_in,11650,0,47,36638.0
11651:direct,11651,2,49,36638.0
9933:storage_out,9933,52,49,36638.0
11653:storage_in,11653,5,47,36639.0
11654:storage_in,11654,0,47,36640.0
11652:direct,11652,4,49,36640.0
9974:storage_out,9974,52,49,36640.0
11655:storage_in,11655,5,47,36641.0
11656:storage_in,11656,3,47,36642.0
9986:storage_out,9986,52,49,36642.0
11657:storage_in,11657,1,47,36644.0
10025:storage_out,10025,52,49,36644.0
11658:direct,11658,2,50,36646.0
10027:storage_out,10027,52,49,36647.0
11659:storage_in,11659,0,47,36649.0
11660:direct,11660,3,49,36649.0
11661:direct,11661,1,50,36651.0
10044:storage_out,10044,52,49,36651.0
11662:direct,11662,2,50,36654.0
10054:storage_out,10054,52,49,36654.0
11663:direct,11663,0,50,36656.0
10141:storage_out,10141,52,49,36656.0
10147:storage_out,10147,52,49,36658.0
11664:storage_in,11664,1,47,36659.0
10156:storage_out,10156,52,49,36660.0
11665:storage_in,11665,2,47,36661.0
11666:direct,11666,4,49,36663.0
10162:storage_out,10162,52,49,36664.0
10180:storage_out,10180,52,49,36666.0
10206:storage_out,10206,52,49,36668.0
11667:direct,11667,2,50,36669.0
10240:storage_out,10240,52,49,36670.0
11668:storage_in,11668,5,47,36671.0
10242:storage_out,10242,52,49,36671.0
10244:storage_out,10244,52,49,36676.0
11669:storage_in,11669,5,47,36678.0
10245:storage_out,10245,52,49,36678.0
11670:storage_in,11670,3,47,36679.0
10249:storage_out,10249,52,49,36680.0
11671:direct,11671,4,49,36681.0
10250:storage_out,10250,52,49,36682.0
10252:storage_out,10252,52,49,36683.0
11672:storage_in,11672,5,47,36684.0
10257:storage_out,10257,52,49,36685.0
11673:storage_in,11673,3,47,36687.0
10260:storage_out,10260,52,49,36687.0
10261:storage_out,10261,52,49,36689.0
11675:direct,11675,0,50,36690.0
11674:storage_in,11674,4,47,36690.0
10262:storage_out,10262,52,49,36691.0
11676:direct,11676,0,50,36692.0
11677:storage_in,11677,5,47,36692.0
10264:storage_out,10264,52,49,36692.0
10274:storage_out,10274,52,49,36694.0
11679:storage_in,11679,1,47,36695.0
11678:storage_in,11678,3,47,36695.0
10275:storage_out,10275,52,49,36696.0
11680:storage_in,11680,4,47,36697.0
10276:storage_out,10276,52,49,36697.0
11681:storage_in,11681,4,47,36698.0
10277:storage_out,10277,52,49,36699.0
10278:storage_out,10278,52,49,36701.0
11682:storage_in,11682,3,47,36702.0
11683:storage_in,11683,5,47,36703.0
10279:storage_out,10279,52,49,36703.0
11684:storage_in,11684,2,47,36706.0
10286:storage_out,10286,52,49,36709.0
11685:storage_in,11685,0,47,36711.0
10289:storage_out,10289,52,49,36711.0
11686:direct,11686,1,49,36713.0
10341:storage_out,10341,52,49,36713.0
11687:storage_in,11687,1,47,36714.0
10347:storage_out,10347,52,49,36715.0
11688:direct,11688,3,49,36716.0
11689:storage_in,11689,2,47,36717.0
10356:storage_out,10356,52,49,36719.0
10357:storage_out,10357,52,49,36721.0
10358:storage_out,10358,52,49,36723.0
11690:storage_in,11690,0,47,36724.0
10361:storage_out,10361,52,49,36725.0
10465:storage_out,10465,52,49,36726.0
11691:direct,11691,4,49,36727.0
10469:storage_out,10469,52,49,36727.0
10471:storage_out,10471,52,49,36728.0
10472:storage_out,10472,52,49,36729.0
10474:storage_out,10474,52,49,36730.0
10475:storage_out,10475,52,49,36731.0
11692:direct,11692,1,50,36732.0
11693:direct,11693,5,49,36732.0
10477:storage_out,10477,52,49,36733.0
10480:storage_out,10480,52,49,36735.0
10482:storage_out,10482,52,49,36737.0
10483:storage_out,10483,52,49,36738.0
10485:storage_out,10485,52,49,36739.0
11695:storage_in,11695,2,47,36740.0
11694:direct,11694,3,49,36740.0
10486:storage_out,10486,52,49,36741.0
11696:storage_in,11696,4,47,36743.0
10488:storage_out,10488,52,49,36743.0
11697:storage_in,11697,5,47,36745.0
10490:storage_out,10490,52,49,36745.0
11698:direct,11698,3,49,36748.0
11699:direct,11699,4,49,36750.0
10495:storage_out,10495,52,49,36751.0
11700:direct,11700,5,49,36753.0
10501:storage_out,10501,52,49,36754.0
11701:direct,11701,3,49,36755.0
10582:storage_out,10582,52,49,36757.0
11702:direct,11702,4,49,36758.0
10621:storage_out,10621,52,49,36761.0
11703:direct,11703,5,49,36770.0
11704:storage_in,11704,3,47,36773.0
11705:storage_in,11705,53,47,36777.0
11706:storage_in,11706,53,47,36783.0
11707:direct,11707,4,49,36784.0
11708:storage_in,11708,53,47,36788.0
11709:direct,11709,5,49,36789.0
11710:direct,11710,3,49,36792.0
11711:storage_in,11711,53,47,36793.0
11712:storage_in,11712,0,47,36796.0
11713:storage_in,11713,53,47,36799.0
11714:direct,11714,4,49,36800.0
11715:direct,11715,5,49,36802.0
11716:storage_in,11716,53,47,36803.0
11717:storage_in,11717,3,47,36808.0
11718:storage_in,11718,53,47,36808.0
11719:storage_in,11719,53,47,36813.0
11720:direct,11720,4,49,36816.0
11721:storage_in,11721,53,47,36817.0
11722:storage_in,11722,53,47,36818.0
11723:direct,11723,5,49,36819.0
11724:storage_in,11724,2,47,36820.0
11725:storage_in,11725,53,47,36822.0
11726:storage_in,11726,53,47,36823.0
11727:storage_in,11727,53,47,36825.0
11728:storage_in,11728,53,47,36827.0
11729:storage_in,11729,53,47,36829.0
11731:storage_in,11731,3,47,36832.0
11730:storage_in,11730,53,47,36832.0
11732:storage_in,11732,53,47,36833.0
11733:storage_in,11733,4,47,36834.0
11734:storage_in,11734,53,47,36837.0
11735:storage_in,11735,53,47,36842.0
11736:direct,11736,5,49,36845.0
11737:storage_in,11737,53,47,36847.0
11738:storage_in,11738,3,47,36848.0
11739:storage_in,11739,53,47,36852.0
11740:storage_in,11740,53,47,36857.0
11741:storage_in,11741,4,47,36861.0
11742:storage_in,11742,53,47,36863.0
11743:direct,11743,5,49,36864.0
11744:direct,11744,3,49,36867.0
11745:storage_in,11745,53,47,36868.0
11746:direct,11746,4,49,36869.0
11747:direct,11747,5,49,36872.0
11748:storage_in,11748,53,47,36873.0
11749:storage_in,11749,53,47,36876.0
11750:storage_in,11750,53,47,36877.0
11751:storage_in,11751,53,47,36879.0
11752:storage_in,11752,53,47,36881.0
11755:direct,11755,3,49,36882.0
11753:storage_in,11753,53,47,36883.0
11754:storage_in,11754,53,47,36885.0
11756:storage_in,11756,53,47,36887.0
11757:storage_in,11757,53,47,36889.0
11758:storage_in,11758,53,47,36891.0
11759:storage_in,11759,53,47,36893.0
11760:storage_in,11760,4,47,36904.0
11761:storage_in,11761,5,47,36920.0
11762:storage_in,11762,3,47,36925.0
11763:storage_in,11763,53,47,36932.0
11764:storage_in,11764,53,47,36937.0
11765:storage_in,11765,4,47,36938.0
11766:direct,11766,5,49,36960.0
11767:storage_in,11767,53,47,36973.0
11768:storage_in,11768,53,47,36982.0
11769:storage_in,11769,53,47,36984.0
11770:direct,11770,53,49,36987.0
11771:direct,11771,53,49,36992.0
11772:storage_in,11772,53,47,36993.0
11773:storage_in,11773,53,47,36998.0
11774:direct,11774,53,50,37008.0
11775:direct,11775,0,49,37033.0
11776:direct,11776,1,49,37038.0
11778:direct,11778,2,49,37040.0
11777:direct,11777,3,49,37040.0
11779:storage_in,11779,5,47,37041.0
11780:direct,11780,4,49,37042.0
11781:storage_in,11781,53,47,37044.0
11782:direct,11782,0,49,37046.0
11783:storage_in,11783,3,47,37046.0
11786:direct,11786,1,49,37048.0
11785:direct,11785,4,48,37048.0
11784:direct,11784,5,49,37048.0
11788:direct,11788,2,49,37051.0
11787:storage_in,11787,4,47,37051.0
11789:direct,11789,5,49,37052.0
11790:storage_in,11790,53,47,37052.0
11791:storage_in,11791,3,47,37053.0
11793:direct,11793,0,50,37054.0
11792:direct,11792,5,48,37054.0
11795:direct,11795,1,50,37055.0
11794:direct,11794,53,49,37055.0
11797:storage_in,11797,1,47,37056.0
11796:storage_in,11796,4,47,37056.0
11799:direct,11799,2,50,37059.0
11800:direct,11800,3,48,37059.0
11798:direct,11798,5,49,37059.0
11801:storage_in,11801,3,47,37060.0
11804:direct,11804,0,50,37061.0
11803:direct,11803,3,49,37062.0
11802:storage_in,11802,53,47,37063.0
11805:storage_in,11805,4,47,37064.0
11806:storage_in,11806,4,47,37067.0
11807:storage_in,11807,4,47,37068.0
11808:direct,11808,1,50,37069.0
11809:storage_in,11809,5,47,37069.0
11812:storage_in,11812,1,47,37071.0
11813:direct,11813,2,50,37071.0
11814:storage_in,11814,3,47,37072.0
11810:storage_in,11810,5,47,37072.0
11815:storage_in,11815,3,47,37073.0
11818:direct,11818,0,50,37074.0
11817:storage_in,11817,2,47,37074.0
11819:storage_in,11819,4,47,37074.0
11811:storage_in,11811,5,47,37074.0
11816:direct,11816,53,48,37074.0
11820:direct,11820,3,48,37075.0
11821:direct,11821,4,49,37077.0
11824:direct,11824,0,50,37079.0
11825:storage_in,11825,1,47,37079.0
11823:storage_in,11823,5,47,37079.0
11822:direct,11822,4,48,37080.0
11827:direct,11827,1,50,37082.0
11826:storage_in,11826,5,47,37082.0
11828:storage_in,11828,2,47,37084.0
11829:direct,11829,2,50,37086.0
11830:storage_in,11830,0,47,37087.0
11831:direct,11831,3,48,37088.0
11832:storage_in,11832,1,47,37090.0
11833:storage_in,11833,5,47,37090.0
11834:direct,11834,0,50,37092.0
11835:storage_in,11835,53,47,37092.0
11836:storage_in,11836,2,47,37094.0
11837:storage_in,11837,1,47,37095.0
11838:storage_in,11838,0,47,37097.0
11839:storage_in,11839,1,47,37100.0
11840:direct,11840,2,50,37101.0
11841:storage_in,11841,3,47,37101.0
11842:direct,11842,2,49,37102.0
11845:direct,11845,0,50,37104.0
11843:storage_in,11843,4,47,37104.0
11844:storage_in,11844,4,47,37105.0
11846:storage_in,11846,0,47,37107.0
11849:direct,11849,1,50,37107.0
11847:direct,11847,2,50,37107.0
11848:storage_in,11848,5,47,37107.0
11850:direct,11850,1,50,37108.0
11851:storage_in,11851,3,47,37108.0
11852:storage_in,11852,5,47,37109.0
11853:storage_in,11853,53,47,37110.0
11854:direct,11854,2,49,37112.0
11855:storage_in,11855,4,47,37113.0
11856:storage_in,11856,0,47,37115.0
11857:direct,11857,2,50,37116.0
11858:direct,11858,3,49,37117.0
11859:storage_in,11859,1,47,37118.0
11860:direct,11860,0,50,37119.0
11862:storage_in,11862,3,47,37120.0
11861:storage_in,11861,4,47,37120.0
11863:direct,11863,1,50,37122.0
11864:storage_in,11864,4,47,37123.0
11865:storage_in,11865,5,47,37124.0
11866:direct,11866,2,50,37125.0
11868:direct,11868,3,49,37126.0
11867:storage_in,11867,5,47,37126.0
11869:direct,11869,0,50,37128.0
11870:storage_in,11870,5,47,37128.0
11871:storage_in,11871,4,47,37129.0
11872:direct,11872,5,49,37132.0
11873:direct,11873,3,49,37134.0
11874:direct,11874,1,50,37135.0
11875:direct,11875,3,49,37136.0
11876:direct,11876,3,48,37137.0
11877:direct,11877,4,48,37137.0
11878:storage_in,11878,2,47,37138.0
11881:direct,11881,5,48,37142.0
11882:direct,11882,0,50,37143.0
11879:direct,11879,4,48,37143.0
11883:direct,11883,3,48,37144.0
11880:direct,11880,4,49,37145.0
11884:storage_in,11884,53,47,37146.0
11885:direct,11885,4,48,37147.0
11886:storage_in,11886,1,47,37149.0
11888:direct,11888,2,49,37150.0
11887:direct,11887,5,48,37150.0
11889:storage_in,11889,2,47,37151.0
11890:direct,11890,0,49,37152.0
11891:direct,11891,1,49,37156.0
11892:direct,11892,5,49,37157.0
11894:direct,11894,2,49,37158.0
11893:storage_in,11893,3,47,37158.0
11895:storage_in,11895,0,47,37162.0
11896:storage_in,11896,3,47,37162.0
11897:direct,11897,0,50,37163.0
11899:direct,11899,4,49,37165.0
11898:storage_in,11898,0,47,37166.0
11900:storage_in,11900,4,47,37166.0
11901:direct,11901,1,50,37168.0
11902:storage_in,11902,2,47,37171.0
11903:direct,11903,1,50,37173.0
11904:storage_in,11904,5,47,37173.0
11905:storage_in,11905,0,47,37174.0
11906:direct,11906,2,50,37175.0
11909:direct,11909,1,49,37176.0
11907:storage_in,11907,3,47,37176.0
11908:storage_in,11908,5,47,37176.0
11910:storage_in,11910,5,47,37177.0
11911:direct,11911,0,50,37178.0
11912:storage_in,11912,3,47,37179.0
11914:direct,11914,1,50,37181.0
11913:direct,11913,4,49,37181.0
11915:storage_in,11915,3,47,37182.0
11916:direct,11916,2,50,37184.0
11918:storage_in,11918,4,47,37184.0
11917:storage_in,11917,5,47,37184.0
11919:direct,11919,4,49,37185.0
11920:storage_in,11920,3,47,37186.0
11921:direct,11921,4,49,37189.0
11922:storage_in,11922,5,47,37190.0
11924:direct,11924,2,49,37191.0
11923:direct,11923,5,49,37191.0
11925:storage_in,11925,3,47,37192.0
11926:storage_in,11926,0,47,37194.0
11928:storage_in,11928,3,47,37195.0
11927:storage_in,11927,4,47,37195.0
11929:storage_in,11929,1,47,37199.0
11930:storage_in,11930,5,47,37200.0
11931:storage_in,11931,2,47,37202.0
11932:storage_in,11932,53,47,37206.0
11933:storage_in,11933,3,47,37207.0
11934:storage_in,11934,4,47,37211.0
11935:storage_in,11935,0,47,37213.0
11936:direct,11936,0,49,37214.0
11937:storage_in,11937,1,47,37215.0
11938:direct,11938,2,50,37219.0
11939:direct,11939,5,49,37221.0
11941:direct,11941,1,49,37224.0
11940:direct,11940,3,49,37224.0
11942:direct,11942,4,49,37226.0
11943:direct,11943,2,50,37227.0
11944:direct,11944,0,50,37228.0
11945:direct,11945,5,49,37229.0
11946:direct,11946,0,50,37230.0
11947:direct,11947,5,48,37231.0
11949:direct,11949,1,50,37232.0
11948:direct,11948,3,49,37232.0
11950:direct,11950,1,49,37233.0
11951:direct,11951,4,48,37233.0
11953:direct,11953,2,50,37235.0
11952:direct,11952,4,49,37235.0
11954:direct,11954,2,49,37236.0
11955:direct,11955,5,49,37236.0
11957:direct,11957,0,50,37238.0
11956:direct,11956,5,49,37238.0
11958:direct,11958,3,49,37239.0
11960:direct,11960,1,50,37240.0
11959:direct,11959,3,49,37240.0
11961:direct,11961,2,50,37243.0
11962:storage_in,11962,3,47,37246.0
11963:storage_in,11963,0,47,37247.0
11964:direct,11964,4,49,37248.0
11965:storage_in,11965,4,47,37249.0
11967:direct,11967,1,50,37250.0
11966:direct,11966,4,49,37251.0
11968:direct,11968,5,49,37251.0
11970:direct,11970,2,50,37253.0
11969:storage_in,11969,5,47,37253.0
11972:direct,11972,0,50,37255.0
11973:direct,11973,3,49,37255.0
11971:storage_in,11971,5,47,37255.0
11974:direct,11974,3,48,37256.0
11975:storage_in,11975,0,47,37257.0
11976:storage_in,11976,4,47,37259.0
11977:direct,11977,1,50,37261.0
11978:storage_in,11978,5,47,37261.0
11979:storage_in,11979,2,47,37270.0
11980:direct,11980,0,50,37272.0
11981:direct,11981,3,49,37274.0
11982:direct,11982,1,50,37275.0
11983:storage_in,11983,3,47,37276.0
11984:direct,11984,2,50,37277.0
11985:direct,11985,4,49,37277.0
11987:direct,11987,1,50,37280.0
11986:direct,11986,5,49,37280.0
11988:storage_in,11988,3,47,37282.0
11989:storage_in,11989,1,47,37286.0
11990:storage_in,11990,4,47,37287.0
11991:storage_in,11991,2,47,37288.0
11993:storage_in,11993,0,47,37290.0
11994:storage_in,11994,4,47,37290.0
11992:storage_in,11992,5,47,37290.0
11995:storage_in,11995,1,47,37293.0
11996:direct,11996,5,49,37293.0
11997:direct,11997,3,48,37299.0
11998:direct,11998,3,49,37300.0
11999:direct,11999,2,50,37301.0
12000:storage_in,12000,4,47,37302.0
12001:storage_in,12001,0,47,37303.0
12002:storage_in,12002,1,47,37306.0
12003:storage_in,12003,5,47,37307.0
12004:storage_in,12004,0,47,37309.0
12005:storage_in,12005,2,47,37309.0
12006:storage_in,12006,3,47,37310.0
12007:storage_in,12007,0,47,37311.0
12008:storage_in,12008,4,47,37323.0
12009:storage_in,12009,5,47,37325.0
12010:direct,12010,1,50,37332.0
12011:storage_in,12011,4,47,37332.0
12012:storage_in,12012,3,47,37336.0
12013:storage_in,12013,2,47,37337.0
12014:storage_in,12014,4,47,37339.0
12015:direct,12015,0,50,37351.0
