task_id,raw_bag_id,source_raw_bag_id,segment_id,segment_count,start,goal,raw_entry_seconds,release_seconds,release_tick,admission_time_seconds,completion_time_seconds,table53_scheduled_interval_seconds,diagnostic_first_admission_to_completion_seconds,status,moving_ticks,stopped_ticks,hold_count,last_hold_reason,final_node,current_edge_id,position_cell
346,173,173,0,2,95,53,14267.972920000,14267.972920000,71340,14270.000000000,14501.400000000,233.427080000,231.400000000,COMPLETED,851,199,202,,53,-1,-1
347,173,173,1,2,53,67,14267.972920000,24000.000000000,120000,24003.600000000,24314.200000000,314.200000000,310.600000000,COMPLETED,1088,289,297,,67,-1,-1
348,174,174,0,2,95,53,14271.708060000,14271.708060000,71359,14273.800000000,14495.200000000,223.491940000,221.400000000,COMPLETED,854,157,157,,53,-1,-1
349,174,174,1,2,53,101,14271.708060000,21900.000000000,109500,21913.600000000,22266.800000000,366.800000000,353.200000000,COMPLETED,1048,566,624,,101,-1,-1
350,175,175,0,2,49,53,14276.604490000,14276.604490000,71384,14278.800000000,14517.600000000,240.995510000,238.800000000,COMPLETED,921,153,153,,53,-1,-1
351,175,175,1,2,53,73,14276.604490000,25800.000000000,129000,25802.400000000,26124.000000000,324.000000000,321.600000000,COMPLETED,1136,280,282,,73,-1,-1
352,176,176,0,2,149,53,14283.000970000,14283.000970000,71416,14285.200000000,14421.000000000,137.999030000,135.800000000,COMPLETED,643,20,20,,53,-1,-1
353,176,176,1,2,53,108,14283.000970000,22500.000000000,112500,22506.400000000,22846.000000000,346.000000000,339.600000000,COMPLETED,1095,403,425,,108,-1,-1
354,177,177,0,2,57,53,14282.254480000,14282.254480000,71412,14284.400000000,14508.600000000,226.345520000,224.200000000,COMPLETED,855,154,154,,53,-1,-1
355,177,177,1,2,53,18,14282.254480000,22200.000000000,111000,22210.000000000,22498.000000000,298.000000000,288.000000000,COMPLETED,890,414,454,,18,-1,-1
356,178,178,0,2,95,53,14278.667520000,14278.667520000,71394,14280.800000000,14503.800000000,225.132480000,223.000000000,COMPLETED,851,168,168,,53,-1,-1
357,178,178,1,2,53,23,14278.667520000,22500.000000000,112500,22506.800000000,22728.400000000,228.400000000,221.600000000,COMPLETED,769,251,275,,23,-1,-1
358,179,179,0,2,92,53,14287.937810000,14287.937810000,71440,14290.000000000,14431.800000000,143.862190000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
359,179,179,1,2,53,20,14287.937810000,24000.000000000,120000,24004.000000000,24165.800000000,165.800000000,161.800000000,COMPLETED,644,117,127,,20,-1,-1
360,180,180,0,2,95,53,14289.436410000,14289.436410000,71448,14291.600000000,14519.200000000,229.763590000,227.600000000,COMPLETED,845,181,181,,53,-1,-1
361,180,180,1,2,53,47,14289.436410000,19500.000000000,97500,19517.200000000,19779.800000000,279.800000000,262.600000000,COMPLETED,697,544,620,,47,-1,-1
362,181,181,0,2,49,53,14286.587770000,14286.587770000,71433,14288.600000000,14530.600000000,244.012230000,242.000000000,COMPLETED,917,165,165,,53,-1,-1
363,181,181,1,2,53,85,14286.587770000,21300.000000000,106500,21307.600000000,21551.000000000,251.000000000,243.400000000,COMPLETED,836,293,321,,85,-1,-1
364,182,182,0,2,57,53,14284.477820000,14284.477820000,71423,14286.600000000,14511.800000000,227.322180000,225.200000000,COMPLETED,858,164,164,,53,-1,-1
365,182,182,1,2,53,103,14284.477820000,21900.000000000,109500,21914.000000000,22270.600000000,370.600000000,356.600000000,COMPLETED,1051,572,632,,103,-1,-1
366,183,183,0,2,92,53,14297.144480000,14297.144480000,71486,14299.200000000,14441.000000000,143.855520000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
367,183,183,1,2,53,85,14297.144480000,25800.000000000,129000,25802.800000000,26016.600000000,216.600000000,213.800000000,COMPLETED,837,152,156,,85,-1,-1
368,184,184,0,2,0,53,14318.615490000,14318.615490000,71594,14320.800000000,14462.400000000,143.784510000,141.600000000,COMPLETED,610,58,58,,53,-1,-1
369,184,184,1,2,53,83,14318.615490000,23700.000000000,118500,23707.200000000,23941.800000000,241.800000000,234.600000000,COMPLETED,822,271,297,,83,-1,-1
370,185,185,0,2,24,53,14324.288240000,14324.288240000,71622,14326.400000000,14562.200000000,237.911760000,235.800000000,COMPLETED,906,153,153,,53,-1,-1
371,185,185,1,2,53,43,14324.288240000,21300.000000000,106500,21308.000000000,21585.000000000,285.000000000,277.000000000,COMPLETED,895,378,408,,43,-1,-1
372,186,186,0,2,49,53,14332.439820000,14332.439820000,71663,14334.600000000,14576.600000000,244.160180000,242.000000000,COMPLETED,917,165,165,,53,-1,-1
373,186,186,1,2,53,21,14332.439820000,22500.000000000,112500,22507.200000000,22701.800000000,201.800000000,194.600000000,COMPLETED,692,225,251,,21,-1,-1
374,187,187,0,2,57,53,14330.937810000,14330.937810000,71655,14333.000000000,14566.000000000,235.062190000,233.000000000,COMPLETED,849,188,188,,53,-1,-1
375,187,187,1,2,53,83,14330.937810000,24900.000000000,124500,24903.600000000,25116.600000000,216.600000000,213.000000000,COMPLETED,822,163,171,,83,-1,-1
376,188,188,0,2,92,53,14335.254490000,14335.254490000,71677,14337.400000000,14479.200000000,143.945510000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
377,188,188,1,2,53,48,14335.254490000,24300.000000000,121500,24304.400000000,24509.200000000,209.200000000,204.800000000,COMPLETED,757,179,191,,48,-1,-1
378,189,189,0,2,49,53,14342.106480000,14342.106480000,71711,14344.200000000,14583.000000000,240.893520000,238.800000000,COMPLETED,921,153,153,,53,-1,-1
379,189,189,1,2,53,81,14342.106480000,22500.000000000,112500,22507.600000000,22728.800000000,228.800000000,221.200000000,COMPLETED,786,256,284,,81,-1,-1
380,190,190,0,2,57,53,14342.271100000,14342.271100000,71712,14344.400000000,14578.200000000,235.928900000,233.800000000,COMPLETED,849,192,192,,53,-1,-1
381,190,190,1,2,53,64,14342.271100000,23700.000000000,118500,23707.600000000,24020.000000000,320.000000000,312.400000000,COMPLETED,1051,367,395,,64,-1,-1
382,191,191,0,2,92,53,14419.783550000,14419.783550000,72099,14421.800000000,14567.600000000,147.816450000,145.800000000,COMPLETED,655,50,50,,53,-1,-1
383,191,191,1,2,53,17,14419.783550000,23700.000000000,118500,23708.000000000,23970.600000000,270.600000000,262.600000000,COMPLETED,871,330,360,,17,-1,-1
384,192,192,0,2,149,53,14424.470380000,14424.470380000,72123,14426.600000000,14563.800000000,139.329620000,137.200000000,COMPLETED,643,27,27,,53,-1,-1
385,192,192,1,2,53,81,14424.470380000,23700.000000000,118500,23708.400000000,23929.800000000,229.800000000,221.400000000,COMPLETED,787,264,296,,81,-1,-1
386,193,193,0,2,138,53,14579.757080000,14579.757080000,72899,14581.800000000,14711.800000000,132.042920000,130.000000000,COMPLETED,607,27,27,,53,-1,-1
387,193,193,1,2,53,46,14579.757080000,20700.000000000,103500,20706.800000000,20903.400000000,203.400000000,196.600000000,COMPLETED,690,237,261,,46,-1,-1
388,194,194,0,2,138,53,14582.859010000,14582.859010000,72915,14585.000000000,14715.800000000,132.940990000,130.800000000,COMPLETED,607,31,31,,53,-1,-1
389,194,194,1,2,53,46,14582.859010000,20700.000000000,103500,20707.200000000,20909.800000000,209.800000000,202.600000000,COMPLETED,683,258,284,,46,-1,-1
390,195,195,0,2,136,53,14588.192270000,14588.192270000,72941,14590.200000000,14706.000000000,117.807730000,115.800000000,COMPLETED,536,27,27,,53,-1,-1
391,195,195,1,2,53,45,14588.192270000,20700.000000000,103500,20707.600000000,20891.000000000,191.000000000,183.400000000,COMPLETED,642,227,255,,45,-1,-1
392,196,196,0,2,136,53,14596.281340000,14596.281340000,72982,14598.400000000,14714.200000000,117.918660000,115.800000000,COMPLETED,536,27,27,,53,-1,-1
393,196,196,1,2,53,45,14596.281340000,20700.000000000,103500,20708.000000000,20896.600000000,196.600000000,188.600000000,COMPLETED,638,249,279,,45,-1,-1
394,197,197,0,2,134,53,14597.157080000,14597.157080000,72986,14599.200000000,14907.200000000,310.042920000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
395,197,197,1,2,53,41,14597.157080000,20700.000000000,103500,20708.400000000,20971.200000000,271.200000000,262.800000000,COMPLETED,832,354,386,,41,-1,-1
396,198,198,0,2,134,53,14602.259010000,14602.259010000,73012,14604.400000000,14913.000000000,310.740990000,308.600000000,COMPLETED,999,328,328,,53,-1,-1
397,198,198,1,2,53,41,14602.259010000,20700.000000000,103500,20708.800000000,20974.000000000,274.000000000,265.200000000,COMPLETED,835,371,405,,41,-1,-1
398,199,199,0,2,134,53,14680.524450000,14680.524450000,73403,14682.600000000,14990.600000000,310.075550000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
399,199,199,1,2,53,41,14680.524450000,20700.000000000,103500,20709.200000000,20976.800000000,276.800000000,267.600000000,COMPLETED,832,378,414,,41,-1,-1
