binary_sha256,class_sha256,completed_raw_bag_count,completion_rate,cpu_seconds,decision_count_definition,decision_requests,full_population_complete,input_sha256,latency_definition,load_factor,map,map_sha256,method,missed_bag_count,missed_bag_rate,native_terminal_status,network_backlog_area_seconds,on_time_rate,on_time_raw_bag_count,population_latency_max_seconds,population_latency_mean_seconds,population_latency_p95_seconds,population_latency_p99_seconds,raw_bag_count,reproduction_level,scheduled_release_latency_definition,scheduled_release_latency_max_seconds,scheduled_release_latency_mean_seconds,scheduled_release_latency_p95_seconds,scheduled_release_latency_p99_seconds,seed,segment_count,source_backlog_area_seconds,source_sha256,tardiness_max_seconds,tardiness_mean_seconds,tardiness_p95_seconds,tardiness_p99_seconds,tardiness_sum_seconds,time_to_90_percent_seconds,time_to_95_percent_seconds,time_to_99_percent_seconds,total_backlog_area_seconds,wall_seconds,workload_identity_sha256
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,66.328125,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586289,True,7d39f96d19c5bddac78d37c5d19f97a03ddde7b850eca429a1ea486159eede43,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12340188.866190111,1.0,49765.0,3174.1208499999957,363.1781938037998,1167.930647999988,2775.970390399996,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3234.3790299999964,372.4863723549904,1192.5841099999952,2813.038010399998,257053,76112,112124180.93523598,,0.0,0.0,0.0,0.0,0.0,64339.41335700001,67883.50803700002,71707.55554700001,124464369.8014263,77.41790960007347,f003629da040385e27f611955989aa8c3dbc2266ed0a30dde3823975171d3706
,,49731,0.999316788907867,,,,False,15ec4ffa5e49b59101ca19ccfccff7dd6546e2e7c16cf93248ab429e5caad354,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9463,0.19015372249572993,,12902678.0,0.8098462775042701,40302,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,283303,76109,168774197.1683972,,72459.0,422.75890686225256,3154.0,3908.0,21038597.0,64783.154547,67997.154547,71978.154547,181673081.59575734,525.1179440999404,aae8e04cc7bc6f47b5800b340307157b74dfc7a22684f3aa21d97fec7f178db5
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,91594159,True,15ec4ffa5e49b59101ca19ccfccff7dd6546e2e7c16cf93248ab429e5caad354,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,53,0.001065005525972107,COMPLETE,15518434.599999666,0.9989349944740279,49712,3247.6,548.033481362,2450.76,2992.4,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3817.578229999999,610.9283471467095,2583.157877999998,3498.561323600001,283303,76109,114728280.195757,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,683.4000000000015,0.2810810810810811,0.0,0.0,13988.0,64364.954547,67899.754547,71730.754547,130246714.79575582,398.5888383,aae8e04cc7bc6f47b5800b340307157b74dfc7a22684f3aa21d97fec7f178db5
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,65.765625,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586278,True,15ec4ffa5e49b59101ca19ccfccff7dd6546e2e7c16cf93248ab429e5caad354,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12395658.14278003,1.0,49765.0,3256.5528599999925,367.09881425074053,1185.6896379999962,2873.825237999994,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3319.0308599999953,376.4068757913815,1210.8685219999902,2905.5236887999945,283303,76109,112117194.8368464,,0.0,0.0,0.0,0.0,0.0,64338.72678700001,67876.50803700002,71706.55554700001,124512852.97962652,73.37882449990138,aae8e04cc7bc6f47b5800b340307157b74dfc7a22684f3aa21d97fec7f178db5
,,49729,0.9992766000200944,,,,False,ddce2dd1af1685792c658a1d4f9e8188c55b1073d06eb60e171e1585665c7c2c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9519,0.19127901135336078,,13093615.0,0.8087209886466392,40246,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,308081,76104,169246296.0551774,,72459.0,439.1628453732543,3262.0,4004.0,21854939.0,64755.154547,67994.154547,71979.154547,182336091.5957575,502.32555290008895,caff55390bb9265768db249a86977679942690f526c6dd215984e0ed9da9980e
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,91986589,True,ddce2dd1af1685792c658a1d4f9e8188c55b1073d06eb60e171e1585665c7c2c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,59,0.0011855721892896076,COMPLETE,15547907.999999996,0.9988144278107104,49706,3252.4,549.634228876,2452.28,2993.6,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3819.0059,612.4849511856927,2589.45793,3496.015720000002,308081,76104,114716050.9957565,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,685.2000000000007,0.2906862252587161,0.0,0.0,14466.000000000007,64352.754547000004,67889.55454699999,71724.354547,130263958.99575615,418.2092551,caff55390bb9265768db249a86977679942690f526c6dd215984e0ed9da9980e
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,67.046875,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586129,True,ddce2dd1af1685792c658a1d4f9e8188c55b1073d06eb60e171e1585665c7c2c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12377783.596570158,1.0,49765.0,3276.3530099999953,369.3063148098081,1228.4063839999815,2880.8136979999927,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3333.153569999995,378.6115652291792,1257.8832979999831,2911.4287987999965,308081,76104,112107002.32358591,,0.0,0.0,0.0,0.0,0.0,64328.60743700001,67869.52208700003,71700.55554700001,124484785.92015792,78.37327129999176,caff55390bb9265768db249a86977679942690f526c6dd215984e0ed9da9980e
,,49736,0.9994172611272983,,,,False,d6ce53d8f32132477fd829118359d73e77db41805ece9d9bb737d6c53aec8b97,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9336,0.18760172812217424,,12568810.0,0.8123982718778258,40429,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,333667,76107,168065990.78152752,,72609.0,405.6721390535517,3132.0,3902.3600000000006,20188274.0,64801.154547,67983.154547,71927.154547,180630969.59575704,599.932907700073,8ce0cfedcf46277fb5e624fecf44d67de824dbb53862528053213ccc0b15ead3
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,92030786,True,d6ce53d8f32132477fd829118359d73e77db41805ece9d9bb737d6c53aec8b97,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,52,0.0010449110820858198,COMPLETE,15559997.999999661,0.9989550889179142,49713,3253.2,549.944430825,2453.4,2983.472,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3800.805900000003,612.6106137999799,2594.5478159999975,3487.8965967999993,333667,76107,114712952.19575644,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,579.4000000000015,0.2676901436752739,0.0,0.0,13321.600000000006,64358.754547000004,67899.55454699999,71728.754547,130272950.19575652,378.9858588,8ce0cfedcf46277fb5e624fecf44d67de824dbb53862528053213ccc0b15ead3
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,64.234375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586147,True,d6ce53d8f32132477fd829118359d73e77db41805ece9d9bb737d6c53aec8b97,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12314244.688920164,1.0,49765.0,3139.647749999993,361.3907582318919,1148.5368479999936,2758.774840399996,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3207.647749999993,370.6968870372772,1166.040865999991,2792.945369599996,333667,76107,112113130.45131603,,0.0,0.0,0.0,0.0,0.0,64335.72678700001,67874.57465700002,71704.55554700001,124427375.14023669,67.71397759998217,8ce0cfedcf46277fb5e624fecf44d67de824dbb53862528053213ccc0b15ead3
,,56928,0.9985266259734793,,,,False,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,27768,0.4870553567669964,,16939256.0,0.5129446432330036,29244,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,104729,87205,287609715.585786,,72759.0,1396.0454465726514,5546.0,6759.779999999999,79591343.0,66455.154547,69725.154547,72816.154547,304545742.4261055,807.3707574000582,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,57012,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,222379897,True,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,644,0.011295867536658899,COMPLETE,24027634.999998093,0.9887041324633411,56368,,,,,57012,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,104729,87205,132456540.4261064,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,2721.7999999999993,8.123289833719218,0.0,130.20000000000073,463124.9999999999,64402.55454699999,67681.754547,71612.754547,156484175.42610464,676.1973009,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,57012.0,1.0,87.8125,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,672268,True,b7214d7d36b71d89927f16946887a4058f207c8cc44583e92349b2ae1790da7a,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,124.0,0.002174980705816343,COMPLETE,16217683.664270004,0.9978250192941837,56888.0,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,104729,87205,128400097.77135383,,1579.684059999996,1.230273348768675,0.0,0.0,70140.3441599997,64391.756587000025,67657.51401700002,71584.36215700001,144617781.4356262,97.19315390009433,907ad7e95271dd644f043988f38112298c9d9c794a36fcbe210e5f00cc854cf5
,,56910,0.9982109029677962,,,,False,38348302013b1919a12314dc62fe78a016e912a4f935fc800ba54c18a3c0965c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,26818,0.47039219813372624,,17918261.0,0.5296078018662738,30194,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,130363,87203,284617048.72380555,,72759.0,1364.0406054865643,5489.449999999997,7819.559999999998,77766683.0,66274.154547,69571.154547,72731.154547,302532145.42610496,587.1610096001532,4a9fa87dd6c55a1e59491d74bcc564b7b993e210e92144facf124384fb4fdfbf
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,57012,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,220162001,True,38348302013b1919a12314dc62fe78a016e912a4f935fc800ba54c18a3c0965c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,641,0.011243247035711779,COMPLETE,23824259.79999835,0.9887567529642882,56371,,,,,57012,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,130363,87203,132460411.82610726,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,2857.7999999999993,7.944832666806988,0.0,104.93399999999981,452950.8000000001,64395.954547,67673.55454699999,71604.55454699999,156284671.6261062,850.0934481,4a9fa87dd6c55a1e59491d74bcc564b7b993e210e92144facf124384fb4fdfbf
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,57012.0,1.0,79.3125,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,672297,True,38348302013b1919a12314dc62fe78a016e912a4f935fc800ba54c18a3c0965c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,130.0,0.0022802217077106945,COMPLETE,16134854.089749996,0.9977197782922893,56882.0,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,130363,87203,128395471.03918624,,1693.9205899999943,1.2338785418859126,0.0,0.0,70345.88342999965,64382.355547000014,67647.55883700002,71576.36215700001,144530325.12893602,82.83891479996964,4a9fa87dd6c55a1e59491d74bcc564b7b993e210e92144facf124384fb4fdfbf
,,56935,0.998649407142356,,,,False,8df85c1d1dbe98fc488e0fdbb3998c72c062ece9eedf210fd8abb2437bc02566,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,27308,0.47898687995509714,,16477606.0,0.5210131200449029,29704,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,155921,87199,285187090.09086585,,73359.0,1356.891461446713,5527.0,6751.889999999999,77359096.0,66321.154547,69583.154547,72753.154547,301661506.426105,595.2891295000445,85f01a39f0a70e0ff94762905d3e39b88146fd139d6a0d8e241abb25422dfc57
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,57012,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,220765126,True,8df85c1d1dbe98fc488e0fdbb3998c72c062ece9eedf210fd8abb2437bc02566,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,620,0.010874903529081603,COMPLETE,23901877.79999792,0.9891250964709184,56392,,,,,57012,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,155921,87199,132457610.82610668,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,2885.2000000000007,8.057693117238475,0.0,83.11200000000035,459385.19999999995,64399.954547,67674.954547,71609.954547,156359488.62610558,774.9614346,85f01a39f0a70e0ff94762905d3e39b88146fd139d6a0d8e241abb25422dfc57
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,57012.0,1.0,80.34375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,672263,True,8df85c1d1dbe98fc488e0fdbb3998c72c062ece9eedf210fd8abb2437bc02566,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,116.0,0.0020346593699571702,COMPLETE,16026000.67058004,0.9979653406300428,56896.0,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,155921,87199,128386404.65508664,,1537.2771599999978,1.0684855379569158,0.0,0.0,60916.49748999969,64387.45263700001,67649.510577,71581.36215700001,144412405.32566598,82.5759945998434,85f01a39f0a70e0ff94762905d3e39b88146fd139d6a0d8e241abb25422dfc57
,,56903,0.9980881217989195,,,,False,7f83dbe840a82729308f6736706ca60152e9a24e553986aef55cc8c192cd0ae9,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,27378,0.48021469164386443,,18296737.0,0.5197853083561356,29634,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,181081,87206,288131128.70818585,,72759.0,1431.4658492948852,5622.449999999997,7915.0,81610731.0,66405.154547,69685.154547,72838.154547,306424650.42610586,608.0255313999951,0e102d31b32a171f101290a78e810fd165c2b7cac19bf18dd208696d246c4b2b
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,57012,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,221770350,True,7f83dbe840a82729308f6736706ca60152e9a24e553986aef55cc8c192cd0ae9,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,637,0.011173086367782248,COMPLETE,23934543.999998104,0.9888269136322178,56375,,,,,57012,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,181081,87206,132455505.42610614,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,2909.4000000000015,8.31338665544096,0.0,115.09000000000015,473962.7999999999,64400.354546999995,67679.354547,71610.55454699999,156390049.42610708,675.327043,0e102d31b32a171f101290a78e810fd165c2b7cac19bf18dd208696d246c4b2b
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,57012.0,1.0,79.09375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,672140,True,7f83dbe840a82729308f6736706ca60152e9a24e553986aef55cc8c192cd0ae9,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,113.0,0.00198203886901005,COMPLETE,16033216.107009904,0.99801796113099,56899.0,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,181081,87206,128401194.84433556,,1717.577449999997,1.0135371774363244,0.0,0.0,57783.781559999734,64388.40931700003,67655.042137,71582.36215700001,144434410.95134574,81.74308690009639,0e102d31b32a171f101290a78e810fd165c2b7cac19bf18dd208696d246c4b2b
,,56898,0.9980004209640075,,,,False,bda01989ca7a0665a2c8b1f3fe9f6b1b45fb0e545ac339fb50679797feae4888,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,26897,0.471777871325335,,18653703.0,0.528222128674665,30115,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,205759,87206,284513315.7684351,,73509.0,1374.6977478425595,5514.0,7554.779999999999,78374268.0,66354.154547,69618.154547,72771.154547,303163835.4261053,753.6388503999915,9f4fabb2a6aee91d68a694becb6e397e3ed48cea90a4b4e0028a5b08cf4677f4
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,57012,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,220707505,True,bda01989ca7a0665a2c8b1f3fe9f6b1b45fb0e545ac339fb50679797feae4888,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,636,0.011155546200799837,COMPLETE,23890380.199997745,0.9888444537992002,56376,,,,,57012,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,205759,87206,132445034.62610699,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,2712.0,7.83075843682032,0.0,111.11599999999622,446447.20000000065,64397.354546999995,67674.754547,71607.954547,156335414.82610682,663.0311648,9f4fabb2a6aee91d68a694becb6e397e3ed48cea90a4b4e0028a5b08cf4677f4
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,57012.0,1.0,79.9375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,672330,True,bda01989ca7a0665a2c8b1f3fe9f6b1b45fb0e545ac339fb50679797feae4888,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,119.0,0.0020872798709044016,COMPLETE,16116901.557820152,0.9979127201290956,56893.0,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,205759,87206,128401925.61215606,,1414.8421100000014,0.9860402111836066,0.0,0.0,56216.12451999978,64385.756587000025,67649.47114700002,71580.36215700001,144518827.16997623,82.85551559994929,9f4fabb2a6aee91d68a694becb6e397e3ed48cea90a4b4e0028a5b08cf4677f4
,,56912,0.9982459833017611,,,,False,9915ae25348b23f056bdbeb36d32ef35a708b06ed1d566baa844db6437d80cb9,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,2.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,27035,0.47419841436890475,,17725083.0,0.5258015856310952,29977,,,,,57012,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,232003,87200,285607814.814165,,72609.0,1382.2287237774503,5543.449999999997,7194.889999999999,78803624.0,66335.154547,69578.154547,72769.154547,303329666.42610544,589.4018782000057,12f31e904663db74f1ab8ec5a3e744df9d8ef813a30636dfd623a81d82462566
