task_id,raw_bag_id,source_raw_bag_id,segment_id,segment_count,start,goal,raw_entry_seconds,release_seconds,release_tick,admission_time_seconds,completion_time_seconds,table53_scheduled_interval_seconds,diagnostic_first_admission_to_completion_seconds,status,moving_ticks,stopped_ticks,hold_count,last_hold_reason
382,191,191,0,2,2,47,14419.783550000,14419.783550000,72099,14421.800000000,14492.400000000,72.616450000,70.600000000,COMPLETED,218,63,63,
383,191,191,1,2,52,50,14419.783550000,23700.000000000,118500,23716.400000000,23923.600000000,223.600000000,207.200000000,COMPLETED,892,96,168,
384,192,192,0,2,4,47,14424.470380000,14424.470380000,72123,14426.600000000,14485.000000000,60.529620000,58.400000000,COMPLETED,202,42,42,
385,192,192,1,2,52,48,14424.470380000,23700.000000000,118500,23702.400000000,23908.000000000,208.000000000,205.600000000,COMPLETED,976,28,30,
386,193,193,0,2,53,47,14579.757080000,14579.757080000,72899,14581.800000000,14640.600000000,60.842920000,58.800000000,COMPLETED,204,42,42,
387,193,193,1,2,52,50,14579.757080000,20700.000000000,103500,20705.200000000,20912.800000000,212.800000000,207.600000000,COMPLETED,892,98,114,
388,194,194,0,2,53,47,14582.859010000,14582.859010000,72915,14585.000000000,14643.800000000,60.940990000,58.800000000,COMPLETED,204,42,42,
389,194,194,1,2,52,50,14582.859010000,20700.000000000,103500,20705.600000000,20914.600000000,214.600000000,209.000000000,COMPLETED,892,105,123,
390,195,195,0,2,53,47,14588.192270000,14588.192270000,72941,14590.200000000,14649.000000000,60.807730000,58.800000000,COMPLETED,204,42,42,
391,195,195,1,2,52,48,14588.192270000,20700.000000000,103500,20703.600000000,20913.400000000,213.400000000,209.800000000,COMPLETED,976,49,57,
392,196,196,0,2,53,47,14596.281340000,14596.281340000,72982,14598.400000000,14657.200000000,60.918660000,58.800000000,COMPLETED,204,42,42,
393,196,196,1,2,52,48,14596.281340000,20700.000000000,103500,20704.000000000,20915.200000000,215.200000000,211.200000000,COMPLETED,976,56,66,
394,197,197,0,2,53,47,14597.157080000,14597.157080000,72986,14599.200000000,14659.000000000,61.842920000,59.800000000,COMPLETED,204,47,47,
395,197,197,1,2,52,50,14597.157080000,20700.000000000,103500,20709.200000000,20916.400000000,216.400000000,207.200000000,COMPLETED,892,96,132,
396,198,198,0,2,53,47,14602.259010000,14602.259010000,73012,14604.400000000,14663.200000000,60.940990000,58.800000000,COMPLETED,204,42,42,
397,198,198,1,2,52,50,14602.259010000,20700.000000000,103500,20711.000000000,20918.200000000,218.200000000,207.200000000,COMPLETED,892,96,141,
398,199,199,0,2,53,47,14680.524450000,14680.524450000,73403,14682.600000000,14741.400000000,60.875550000,58.800000000,COMPLETED,204,42,42,
399,199,199,1,2,52,50,14680.524450000,20700.000000000,103500,20712.800000000,20920.000000000,220.000000000,207.200000000,COMPLETED,892,96,150,
